page,id,title,cc,download_times,like,is_download,size(MB),path,nerf_data_path
1264,26883,Rock Asset,CC-0,96,6,no,no,no,no
1264,26882,Santa's sleigh,CC-0,46,3,no,no,no,no
1264,26881,Nokia Robot,CC-0,318,16,no,no,no,no
1263,26880,FanArt overwacth,CC-BY,43,4,no,no,no,no
1263,26877,Ultraman Tiga,CC-BY-NC,596,20,no,no,no,no
1263,26875,Stewarts Basic Altar,CC-BY,185,4,no,no,no,no
1263,26872,Among Us,CC-BY,122,0,no,no,no,no
1263,26868,Little Robot,CC-0,628,29,no,no,no,no
1263,26866,Stewarts Antique Electric Chair,CC-BY,232,13,no,no,no,no
1263,26865,Stewarts Antique French Table,CC-BY,419,19,no,no,no,no
1263,26864,Stewarts Antique Record Player,CC-BY,716,41,no,no,no,no
1263,26863,Low Poly Deer on Wall Scene,CC-0,1620,78,no,no,no,no
1263,26858,Realistic Bush,CC-0,1625,34,no,no,no,no
1263,26857,Stump WorkBench,CC-BY,81,4,no,no,no,no
1263,26855,Stewarts Antique Telephone,CC-BY,167,12,no,no,no,no
1263,26854,Stewarts Antique Radio,CC-BY,177,14,no,no,no,no
1263,26853,Bentley Continental GT,CC-0,597,18,no,no,no,no
1263,26849,Evil Scene,CC-0,156,5,no,no,no,no
1263,26848,STEAM ANT,CC-BY,56,3,no,no,no,no
1263,26846,3d scanned plumbing entrance,CC-0,36,2,no,no,no,no
1263,26844,Gentleman,CC-0,283,13,no,no,no,no
1262,26843,Three Knots,CC-0,189,9,no,no,no,no
1262,26842,My -have a healthy 2021- New Year greeting card - Easy to adjust,CC-BY,212,18,no,no,no,no
1262,26841,Space Force Logo,CC-0,58,2,no,no,no,no
1262,26839,Robot Dude,CC-BY,177,4,no,no,no,no
1262,26838,Badminton Racket,CC-BY,60,2,no,no,no,no
1262,26833,Boat Low Poly,CC-BY,248,13,no,no,no,no
1262,26831,Quick & Dirty Realistic Shoreline,CC-BY,1683,44,no,no,no,no
1262,26830,snowy mountains,CC-0,198,7,no,no,no,no
1262,26828,Music Motion Graphic,CC-BY,210,16,no,no,no,no
1262,26827,Knive,CC-BY-NC,76,3,no,no,no,no
1262,26824,Ax,CC-0,66,5,no,no,no,no
1262,26820,Kawasaki FS10L,CC-BY,109,2,no,no,no,no
1262,26819,Railway Track Scene,CC-BY,377,15,no,no,no,no
1262,26818,Automatic Rifle AR48s (generic),CC-0,502,35,no,no,no,no
1262,26812,Affine Mapping Shader,CC-0,106,5,no,no,no,no
1262,26811,Random Number Generator,CC-0,82,8,no,no,no,no
1262,26810,Shivam Singh,CC-0,425,44,no,no,no,no
1262,26808,Potions,CC-0,58,3,no,no,no,no
1261,26804,Human hand with rig,CC-BY,3072,36,no,no,no,no
1261,26803,Candy Crush Candies,CC-BY,303,13,no,no,no,no
1261,26801,Semi Realistic Ocean,CC-BY,1941,35,no,no,no,no
1261,26799,Matryoshka dolls,CC-0,200,16,no,no,no,no
1261,26798,3d scanned cabbage,CC-0,205,9,no,no,no,no
1261,26796,Attic,CC-BY,89,8,no,no,no,no
1261,26795,Supermarket,CC-BY,254,10,no,no,no,no
1261,26794,Skateboard large size,CC-BY,227,16,no,no,no,no
1261,26793,Halloween Scene,CC-BY,569,32,no,no,no,no
1261,26792,Very low poly cool jet,CC-0,105,5,no,no,no,no
1261,26791,Among Us Character,GAL,246,8,no,no,no,no
1261,26788,Blossom MLP,CC-BY-ND,70,5,no,no,no,no
1261,26783,Standing desk,CC-BY-NC,811,10,no,no,no,no
1261,26782,Normal to Cavity Converter,CC-BY,235,14,no,no,no,no
1261,26779,Non Addon Jitter Physics Armature(Real-Time),CC-BY,1944,126,no,no,no,no
1261,26776,wooden bench,CC-BY,345,17,no,no,no,no
1261,26775,Lada 1200,CC-0,1373,47,no,no,no,no
1261,26772,Eye-3D-2.83,CC-0,1826,46,no,no,no,no
1260,26771,drums,CC-0,336,19,no,no,no,no
1260,26768,Procedural Ocean Shader,CC-0,2334,97,no,no,no,no
1260,26767,Procedural Heels,CC-0,145,7,no,no,no,no
1260,26766,Aged Bike,CC-BY-NC,613,25,no,no,no,no
1260,26765,Stug IV - WW2 tank destroyer (updated),CC-BY-NC,73,5,no,no,no,no
1260,26762,Bottle,CC-BY,45,5,no,no,no,no
1260,26761,vape,CC-BY,24,1,no,no,no,no
1260,26760,Jetty,CC-0,286,20,no,no,no,no
1260,26757,Dell U2412 Monitor,CC-BY,659,18,no,no,no,no
1260,26754,Voronoi based Textures (Skin and Textile),CC-0,1230,33,no,no,no,no
1260,26753,Furiosa's War Rig rigged,CC-BY-NC-SA,138,5,no,no,no,no
1260,26752,Junkers G 38,CC-BY,61,4,no,no,no,no
1260,26750,Low Poly Wintry Snowy Night Scene,CC-BY,776,21,no,no,no,no
1260,26749,Canti Sama 3d pixel art (b29X),CC-BY-SA,625,32,no,no,no,no
1260,26747,Customizable Heart,CC-0,1518,28,no,no,no,no
1260,26743,Procedural Half Tone Shader,CC-0,187,20,no,no,no,no
1260,26741,Low Poly Candy Canes With Procedural Materials,CC-BY,692,18,no,no,no,no
1260,26740,Coffee Table,CC-BY,600,11,no,no,no,no
1259,26739,Simple Dice,CC-BY,18,0,no,no,no,no
1259,26738,Finnick,CC-BY,564,27,no,no,no,no
1259,26736,Cartoon businessman,CC-BY,205,2,no,no,no,no
1259,26734,Minecraft Diamond Sword,CC-0,453,10,no,no,no,no
1259,26732,FENCES/WALLS/RAILING (LOW-POLY),CC-BY,255,16,no,no,no,no
1259,26728,Three Tables In My Home,CC-0,359,16,no,no,no,no
1259,26727,Rifle,CC-BY,307,13,no,no,no,no
1259,26723,Minecraft OptiFine Cape,CC-0,203,1,no,no,no,no
1259,26722,Coat Rack,CC-BY,111,1,no,no,no,no
1259,26719,Backyard telescope,CC-0,191,6,no,no,no,no
1259,26718,speeder star wars fan art,CC-BY,206,12,no,no,no,no
1259,26717,Generic HAM mobile radio,CC-0,345,25,no,no,no,no
1259,26716,Watch Set,CC-0,863,41,no,no,no,no
1259,26715,Small Kitchen,CC-BY,698,24,no,no,no,no
1259,26713,Christmas House,CC-BY,272,7,no,no,no,no
1259,26712,Wall Socket Plug - High Poly,CC-0,157,7,no,no,no,no
1259,26711,Low poly head generator,CC-0,559,33,no,no,no,no
1259,26709,KNİFE(+Tutorial),CC-BY-NC,70,1,no,no,no,no
1258,26708,Dassault Mirage 5,CC-BY,89,2,no,no,no,no
1258,26707,Dassault Mirage III NG,CC-BY,63,3,no,no,no,no
1258,26706,Dornier Do 26,CC-BY,62,1,no,no,no,no
1258,26705,Organic Modeling Apples,CC-BY,640,27,no,no,no,no
1258,26704,Sifi Game Asset,CC-BY,79,1,no,no,no,no
1258,26701,Simple Dining Scene,CC-BY,283,5,no,no,no,no
1258,26700,Well,CC-BY,116,5,no,no,no,no
1258,26699,Sculpture place Coubertin number 8,CC-BY-NC,247,11,no,no,no,no
1258,26697,Muzo,CC-0,57,5,no,no,no,no
1258,26695,Fruit Basket,CC-BY,295,9,no,no,no,no
1258,26692,Low Poly Christmas Sleigh,CC-BY,193,5,no,no,no,no
1258,26691,Procedural Cloud For Cycles (Easy Customization),CC-0,2108,48,no,no,no,no
1258,26690,Among Us lights,CC-BY,202,9,no,no,no,no
1258,26689,UK Triple Light Switch,CC-BY,226,4,no,no,no,no
1258,26688,UK Double Light Switch,CC-BY,243,3,no,no,no,no
1258,26687,Character Cartoon,CC-BY,167,1,no,no,no,no
1258,26686,Chair,CC-0,1061,20,no,no,no,no
1258,26680,Feng,CC-0,359,5,no,no,no,no
1257,26679,Rodent Water Bottle,CC-BY,48,2,no,no,no,no
1257,26678,Woodcutters axe,CC-0,169,7,no,no,no,no
1257,26677,Art Scenes,CC-0,220,14,no,no,no,no
1257,26676,Procedural cone (Warning in description!),CC-0,72,1,no,no,no,no
1257,26675,The One Ring,CC-BY,166,8,no,no,no,no
1257,26674,Fort Rock Landscape,CC-0,821,44,no,no,no,no
1257,26672,among us character,CC-0,148,6,no,no,no,no
1257,26671,LOW POLY STREET,GAL,582,27,no,no,no,no
1257,26667,UK Double RJ45 data socket,CC-BY,58,1,no,no,no,no
1257,26666,UK Single Light Switch,CC-BY,216,5,no,no,no,no
1257,26665,2 small robots,CC-BY,872,49,no,no,no,no
1257,26664,Bird animated,CC-0,1067,46,no,no,no,no
1257,26663,Warrior Slime,CC-BY,33,2,no,no,no,no
1257,26660,"V2 Rocket (with interior), launch pad and transport trailer",CC-0,273,10,no,no,no,no
1257,26659,"V2 Rocket (with interior), launch pad and transport trailer",CC-0,553,26,no,no,no,no
1257,26656,"V2 Rocket (with interior), launch pad and transport trailer",CC-0,565,33,no,no,no,no
1257,26654,"V2 Rocket (with interior), launch pad and transport trailer",CC-0,266,14,no,no,no,no
1257,26651,Batman -Bust FANART,CC-BY,176,10,no,no,no,no
1256,26650,Rigged office chair,CC-BY,255,7,no,no,no,no
1256,26646,Le Rhone 9C rotary engine,CC-0,280,20,no,no,no,no
1256,26645,Egyptian chariot,CC-BY,101,7,no,no,no,no
1256,26642,Procedural Texture: Japanese Cloth Patterns,CC-0,297,14,no,no,no,no
1256,26639,UK 50A Cooker Isolation Switch,CC-BY,62,1,no,no,no,no
1256,26635,Cartoon Character Rigged,CC-0,569,13,no,no,no,no
1256,26634,Sporty Wheel and Tire,CC-0,249,13,no,no,no,no
1256,26633,Toon shader,CC-0,679,20,no,no,no,no
1256,26632,Balloon Eve,CC-0,172,9,no,no,no,no
1256,26628,Kitchen cabinets,CC-0,1308,50,no,no,no,no
1256,26627,White Pigeon,CC-0,1394,41,no,no,no,no
1256,26626,Glass plate,CC-BY,249,10,no,no,no,no
1256,26625,Retro computer,CC-BY,495,20,no,no,no,no
1256,26624,Korean school style Cabinet,CC-BY,54,1,no,no,no,no
1256,26623,Foilage,CC-BY,382,15,no,no,no,no
1256,26622,Monster,CC-BY-NC,105,4,no,no,no,no
1256,26619,Legoman,CC-BY-NC,128,4,no,no,no,no
1256,26618,Asia school style desk and chair,CC-BY,757,26,no,no,no,no
1255,26616,korean style chicken,CC-BY-NC,91,5,no,no,no,no
1255,26613,Apple Macintosh SE-30,CC-BY-NC,84,5,no,no,no,no
1255,26612,Tapirira guianensis tree,CC-BY,881,11,no,no,no,no
1255,26611,Dump Truck,CC-0,179,6,no,no,no,no
1255,26610,Low Poly Camaro Coupe 1968,CC-BY,157,2,no,no,no,no
1255,26602,HD Air Conditioning Unit,CC-0,500,20,no,no,no,no
1255,26601,Tie Fighter (cartoon shaded),CC-BY,188,7,no,no,no,no
1255,26600,Boba Fett's helmet,CC-BY,238,7,no,no,no,no
1255,26599,LOTR Swords,CC-BY,455,22,no,no,no,no
1255,26598,UK 13A Mains Power Socket - Double Switched,CC-BY,139,1,no,no,no,no
1255,26597,UK 13A Mains Power Socket - Single Switched,CC-BY,86,3,no,no,no,no
1255,26596,My Awesome SteelSeries Apex 350 Keyboard.,CC-BY,436,16,no,no,no,no
1255,26592,Lightsabers (Star Wars Rebels),CC-BY,145,4,no,no,no,no
1255,26590,Cello,CC-BY,130,3,no,no,no,no
1255,26589,Mandalorian Armor,CC-BY,240,10,no,no,no,no
1255,26588,K2-SO,CC-BY,187,7,no,no,no,no
1255,26584,A Lamp.Thats it.,CC-0,674,32,no,no,no,no
1255,26569,GameBoy,CC-BY,60,3,no,no,no,no
1254,26568,Yeti Blue Microphone,CC-BY,252,12,no,no,no,no
1254,26566,Geonosis,CC-BY,380,18,no,no,no,no
1254,26565,Modular Vehicle [Tank],CC-BY,143,9,no,no,no,no
1254,26561,Punching Bags,CC-0,434,19,no,no,no,no
1254,26558,Scrabble Greeting's 2020,CC-BY-NC,49,0,no,no,no,no
1254,26557,Rigged Tesla Cybertruck low poly,CC-BY,210,6,no,no,no,no
1254,26550,A Volvo Duet,CC-BY,122,9,no,no,no,no
1254,26549,Simple Grass,CC-0,2937,47,no,no,no,no
1254,26546,Flat Earth,CC-0,167,14,no,no,no,no
1254,26544,Isometric Bedroom Scene,CC-BY,612,9,no,no,no,no
1254,26541,Enchanted Garden of the Fairies,CC-BY,803,72,no,no,no,no
1254,26540,simple spiral stair,CC-0,383,24,no,no,no,no
1254,26539,Office Chair,CC-BY,2383,54,no,no,no,no
1254,26538,Sofa Array Modern,CC-0,930,34,no,no,no,no
1254,26537,Desktop Computer,CC-BY,1201,24,no,no,no,no
1254,26534,Anime tornado,CC-BY,1004,37,no,no,no,no
1254,26533,Crystal structure,CC-BY,74,3,no,no,no,no
1254,26530,Roman chariot,CC-BY,119,5,no,no,no,no
1253,26529,Realistic Christmas Tree,CC-0,2540,54,no,no,no,no
1253,26528,Coconut Tiki Mug,CC-BY,89,1,no,no,no,no
1253,26527,Industrial Back Ally,CC-0,2005,95,no,no,no,no
1253,26526,star wars hangar,CC-BY,805,25,no,no,no,no
1253,26525,Scooter Textured,CC-BY,401,24,no,no,no,no
1253,26523,Some simple chairs,CC-0,585,14,no,no,no,no
1253,26522,My first steam train,CC-0,317,13,no,no,no,no
1253,26521,"Cortaderia selloana, Pampas Grass",CC-0,1880,54,no,no,no,no
1253,26520,European Style Water Bottle,CC-BY,50,1,no,no,no,no
1253,26519,"Miscanthus, Maiden Grass, Chinaschilf",CC-0,3570,54,no,no,no,no
1253,26517,King Slime,CC-BY,27,0,no,no,no,no
1253,26515,Bamboo Tiki Mug,CC-BY,70,5,no,no,no,no
1253,26514,Hearts Low-Poly with Musgrave Texture,CC-0,276,14,no,no,no,no
1253,26513,Procedural Cycles Landscape,CC-0,1618,51,no,no,no,no
1253,26510,AmongUs,CC-BY,174,4,no,no,no,no
1253,26508,TREASURE CHEST,CC-0,287,11,no,no,no,no
1253,26507,Classical / Acoustic Guitar,CC-0,359,22,no,no,no,no
1253,26506,Container,CC-BY,188,9,no,no,no,no
1252,26505,"Rigify ""Mr. SL""",CC-BY,1858,84,no,no,no,no
1252,26504,Rigged book,CC-0,2001,52,no,no,no,no
1252,26500,Plant,CC-BY,176,7,no,no,no,no
1252,26497,2-Floor Modular/Customizable House,CC-0,769,25,no,no,no,no
1252,26496,Star Trek TNG Combadge and Rank Pips,CC-BY-NC,162,9,no,no,no,no
1252,26494,Sentinel(The Matrix),CC-BY,290,24,no,no,no,no
1252,26493,Headset,CC-0,492,26,no,no,no,no
1252,26492,Falcata sword,CC-BY,116,4,no,no,no,no
1252,26491,Sisam Amphora,CC-BY,40,2,no,no,no,no
1252,26488,Star Trek TNG Uniform (S3+),CC-BY,389,12,no,no,no,no
1252,26486,Puig Des Molins Amphora,CC-BY,48,2,no,no,no,no
1252,26483,Pastel Egg Pod Chair,CC-0,620,39,no,no,no,no
1252,26482,Studio Light,CC-0,823,44,no,no,no,no
1252,26481,Scooter,CC-0,330,22,no,no,no,no
1252,26480,Low Poly Corn,CC-0,62,4,no,no,no,no
1252,26479,Crystal Mine,CC-0,45,4,no,no,no,no
1252,26477,Feather Pen,CC-0,72,5,no,no,no,no
1252,26475,Ink Jar,CC-0,75,7,no,no,no,no
1251,26473,Magic Staff Set,CC-0,169,6,no,no,no,no
1251,26472,Open Books,CC-0,450,7,no,no,no,no
1251,26471,Pig,CC-0,117,7,no,no,no,no
1251,26468,Medieval Benches,CC-0,597,15,no,no,no,no
1251,26466,Medieval Blacksmith Interior,CC-0,468,35,no,no,no,no
1251,26464,Medieval Boat,CC-0,712,16,no,no,no,no
1251,26463,Medieval Cage,CC-0,187,9,no,no,no,no
1251,26460,Medieval Candles,CC-0,460,26,no,no,no,no
1251,26459,Medieval Cauldron,CC-0,266,11,no,no,no,no
1251,26457,Cemetary,CC-0,225,6,no,no,no,no
1251,26456,Medieval Church Interior,CC-0,795,38,no,no,no,no
1251,26455,Medieval Doors Interiors,CC-0,601,20,no,no,no,no
1251,26454,Medieval Fence,CC-0,286,10,no,no,no,no
1251,26453,Medieval Fountains,CC-0,272,6,no,no,no,no
1251,26451,Medieval Furniture,CC-0,993,33,no,no,no,no
1251,26449,Medieval Signs,CC-0,330,16,no,no,no,no
1251,26447,Medieval Stone Temple,CC-0,218,11,no,no,no,no
1251,26446,Birch Tree,CC-0,122,8,no,no,no,no
1250,26444,Tree Stump,CC-0,199,9,no,no,no,no
1250,26442,Medieval Tents,CC-0,278,13,no,no,no,no
1250,26440,Medieval Shack,CC-0,309,17,no,no,no,no
1250,26439,Medieval Tavern Interior,CC-0,272,25,no,no,no,no
1250,26438,Medieval Windows Interiors,CC-0,255,10,no,no,no,no
1250,26437,Medieval Stone Stairs,CC-0,305,17,no,no,no,no
1250,26436,Medieval Survival Props,CC-0,202,10,no,no,no,no
1250,26435,Medieval Medium House Interior,CC-0,284,20,no,no,no,no
1250,26434,Medieval Small House Interior,CC-0,252,19,no,no,no,no
1250,26433,Ninja Claws and Bone Weapons,CC-0,112,7,no,no,no,no
1250,26432,Red pepper,CC-0,243,9,no,no,no,no
1250,26430,2-Ball Snowman,CC-BY,229,5,no,no,no,no
1250,26429,Bowl,CC-BY,379,11,no,no,no,no
1250,26426,Under the Sea,CC-BY,599,46,no,no,no,no
1250,26421,SL 300 Mercedes,CC-BY,638,19,no,no,no,no
1250,26419,Thick Birch Tree,CC-0,739,27,no,no,no,no
1250,26418,Cedar Tree Base,CC-0,472,18,no,no,no,no
1250,26416,Large Tree Trunk,CC-0,774,34,no,no,no,no
1249,26415,Triple Trunk,CC-0,713,23,no,no,no,no
1249,26414,Sewer Cover,CC-0,97,2,no,no,no,no
1249,26413,Large Round Boulder,CC-0,394,16,no,no,no,no
1249,26412,Old Spigot,CC-0,61,6,no,no,no,no
1249,26411,Horseshoe Pit,CC-0,54,7,no,no,no,no
1249,26410,Cyberpunk Suzanne,CC-BY,484,25,no,no,no,no
1249,26409,27 inch Monitor with Movable Mount,CC-0,748,24,no,no,no,no
1249,26408,Beach Cliff Face,CC-0,289,11,no,no,no,no
1249,26407,Massive Tree Trunk,CC-0,585,23,no,no,no,no
1249,26406,Branch Rubble,CC-0,142,10,no,no,no,no
1249,26405,Dirt Path,CC-0,520,21,no,no,no,no
1249,26404,Long Boulder,CC-0,1264,30,no,no,no,no
1249,26403,Large Tree Trunk,CC-0,931,25,no,no,no,no
1249,26402,Vending machine,CC-0,1045,38,no,no,no,no
1249,26401,Gold Dresses,CC-BY,802,43,no,no,no,no
1249,26400,Border town chapel,CC-BY,143,12,no,no,no,no
1249,26399,Rhodian Amphora,CC-BY,37,1,no,no,no,no
1249,26398,Off-Shoulder Dress,CC-BY,528,15,no,no,no,no
1248,26396,Silk Robe,CC-BY,543,22,no,no,no,no
1248,26395,Ancient Pillar,CC-0,889,23,no,no,no,no
1248,26394,Wood gazebo,CC-BY,261,7,no,no,no,no
1248,26393,Amphora Stands,CC-BY,96,4,no,no,no,no
1248,26392,Berliet VI Torpédo,CC-BY-NC,166,9,no,no,no,no
1248,26387,Coffee Table,CC-BY-NC,243,5,no,no,no,no
1248,26386,Rigid Plastic Gas Canister,CC-0,163,6,no,no,no,no
1248,26385,Desk Lamp,CC-0,345,10,no,no,no,no
1248,26384,Tire Board,CC-0,31,1,no,no,no,no
1248,26383,The Moon,CC-0,1323,32,no,no,no,no
1248,26382,Rim and Tire,CC-0,263,14,no,no,no,no
1248,26379,Panda,CC-0,1897,88,no,no,no,no
1248,26374,Adjustable Climbing Wall,CC-BY,197,6,no,no,no,no
1248,26373,Basic Jeep car model,CC-0,688,19,no,no,no,no
1248,26371,free model lowpoly guy big shoes (rigged),CC-BY,243,4,no,no,no,no
