page,id,title,cc,download_times,like,is_download,size(MB),path,nerf_data_path
1090,21701,A masked Babe,CC-0,317,9,no,no,no,no
1090,21486,Brick Material for Cycles using Brick Texture Node,CC-0,394,5,no,no,no,no
1090,21700,Procedural Rock with Moss,CC-0,946,24,no,no,no,no
1090,21687,iphone X,CC-BY,353,3,no,no,no,no
1089,13521,Samsung Galaxy s9,CC-BY,196,2,no,no,no,no
1089,21699,Flashlight V. 2.0,CC-BY-SA,398,6,no,no,no,no
1089,21698,Stripe the Cat Rigged,CC-BY,162,6,no,no,no,no
1089,21683,Selamat lebaran by peacekeeper,CC-0,46,1,no,no,no,no
1089,21697,old cassette radio/ boom box,CC-BY,468,1,no,no,no,no
1089,21696,Xbox 1,CC-BY,340,5,no,no,no,no
1089,21564,CZ Skorpion SMG (vz. 61),CC-BY-SA,52,3,no,no,no,no
1089,21695,Tree,CC-0,5589,84,no,no,no,no
1089,21694,Lavandula angustifolia - shrub1 - Lavender,CC-BY,396,14,no,no,no,no
1089,21693,Small Brushes Pack (texture paint),CC-0,12362,73,no,no,no,no
1089,21692,Landscape Low Poly package,CC-BY,379,8,no,no,no,no
1089,21691,Chinese Lunar Year Monkey,CC-BY,36,0,no,no,no,no
1089,21690,Magic Light,CC-BY,95,3,no,no,no,no
1089,21689,Office Background,CC-BY,2284,34,no,no,no,no
1089,21688,FarmAnimals,CC-BY,148,9,no,no,no,no
1089,21686,Blue Bicycle,CC-BY,89,2,no,no,no,no
1089,21685,Nintendo Wii,CC-BY,129,4,no,no,no,no
1089,21642,gummybears in a bowl,CC-BY,570,23,no,no,no,no
1088,21684,CarFly + [EEVEE version],CC-0,148,0,no,no,no,no
1088,21682,Nintendo Switch,CC-BY,613,12,no,no,no,no
1088,21681,Hockey Goalie Mask,CC-BY,142,2,no,no,no,no
1088,21680,Basic male character,CC-BY,677,7,no,no,no,no
1088,21679,Toothless dragon rigged (how to traing your dragon),CC-BY,528,10,no,no,no,no
1088,21678,A walk in old stone city street,CC-0,294,10,no,no,no,no
1088,21677,Principled Red Semimetallic,CC-BY,435,17,no,no,no,no
1088,21676,Wooden Table,CC-BY-SA,321,6,no,no,no,no
1088,21675,Living & Co Clock Oslo Cement White,CC-BY-SA,115,6,no,no,no,no
1088,21674,Sniper Rifle,CC-0,358,12,no,no,no,no
1088,21673,tree stump lowpoly,CC-BY,281,4,no,no,no,no
1088,21672,Egg Chair,CC-BY,110,5,no,no,no,no
1088,21671,axe,CC-0,143,3,no,no,no,no
1088,21670,medieval helmet,CC-0,112,2,no,no,no,no
1088,21669,CGC Classic: Female Bust,CC-BY,378,11,no,no,no,no
1088,21668,BarthÃÂÃÂ©lemy,CC-BY,398,6,no,no,no,no
1088,21667,Bose Lifestyle 1250 Home Theatre System,CC-BY,57,1,no,no,no,no
1088,21666,Simple grass textured and animated for games,CC-BY,594,5,no,no,no,no
1087,21665,medieval key,CC-BY,332,8,no,no,no,no
1087,21664,cyberpunk City,CC-BY,4069,78,no,no,no,no
1087,21663,Templar Axe,CC-BY-SA,112,1,no,no,no,no
1087,21662,Dadao,CC-BY-SA,68,1,no,no,no,no
1087,21661,T17mm Anti-Material Rifle,CC-BY-SA,32,1,no,no,no,no
1087,21660,Tanegashima,CC-BY-SA,45,1,no,no,no,no
1087,21659,Sewing Machine,CC-BY,132,4,no,no,no,no
1087,21658,derby hat,CC-BY,887,15,no,no,no,no
1087,21657,Drone,CC-BY-SA,166,1,no,no,no,no
1087,21656,Quiet room,CC-0,908,27,no,no,no,no
1087,21655,18 pounder naval cannon,CC-0,159,4,no,no,no,no
1087,21654,female head sculpt,CC-0,214,3,no,no,no,no
1087,21652,Big Bang,CC-0,50,1,no,no,no,no
1087,21651,Play board,CC-BY,36,3,no,no,no,no
1087,21650,Stationary Spinning Bike 3D Model,CC-BY-NC,488,11,no,no,no,no
1087,21649,cycles nodes setups images(100s of setups),CC-BY,970,29,no,no,no,no
1087,21648,Vase,CC-0,370,18,no,no,no,no
1087,21647,lovely sofa,CC-BY,66,3,no,no,no,no
1086,21646,Low-Poly Medium Tracked Tank ( Textured ),CC-BY-SA,53,0,no,no,no,no
1086,21645,Geralt de Rivia Sword (the Witcher 3),CC-BY,123,3,no,no,no,no
1086,21644,The Charity,CC-BY-NC,494,14,no,no,no,no
1086,21641,Gipsy Avenger from Pacific Rim 2,CC-BY,107,0,no,no,no,no
1086,21639,Girl in a shirt 'n skirt,CC-BY,119,4,no,no,no,no
1086,21638,Mountain_Animation_Animated_Scene,CC-BY,141,4,no,no,no,no
1086,21637,SciFi Tank Lowpoly,CC-BY,52,3,no,no,no,no
1086,21636,Node trees,CC-BY,636,14,no,no,no,no
1086,21635,Annabelle,CC-BY,90,0,no,no,no,no
1086,21634,Scar-h remastered,CC-0,382,16,no,no,no,no
1086,21633,Generic Hard sf system freighter/transport.,CC-BY,32,1,no,no,no,no
1086,21632,Pencil,CC-BY,74,1,no,no,no,no
1086,21631,Neoclassical Door part 2),CC-BY,379,19,no,no,no,no
1086,21629,Baby,CC-BY,131,0,no,no,no,no
1086,21628,Stapler,CC-0,202,16,no,no,no,no
1086,21627,Grocery Bag Frame,CC-0,276,9,no,no,no,no
1086,21626,Human Male Base Mesh with armature,CC-0,6875,68,no,no,no,no
1086,21625,coffe machine,CC-0,1116,60,no,no,no,no
1085,21624,Paper Cup,CC-BY,353,4,no,no,no,no
1085,21623,Phil Rig,CC-BY,379,7,no,no,no,no
1085,21622,Another Security Camera,CC-0,124,7,no,no,no,no
1085,21621,Microwave,CC-0,790,35,no,no,no,no
1085,21620,Lowpoly FAL w/ Diffuse Texture,CC-0,111,4,no,no,no,no
1085,21619,Secure Camera,CC-0,293,18,no,no,no,no
1085,21618,Simple snare drum on stand,CC-BY,74,2,no,no,no,no
1085,21463,Saucepan,CC-BY,147,4,no,no,no,no
1085,21617,Toon Shading,CC-BY-NC-SA,279,6,no,no,no,no
1085,21616,monitor,CC-BY,165,4,no,no,no,no
1085,21615,Two Eyed Security Camera,CC-0,89,3,no,no,no,no
1085,21614,Stag Head - Low-Poly,CC-0,886,28,no,no,no,no
1085,21613,LULZKEV YouTube Intro,CC-BY,197,2,no,no,no,no
1085,21612,Security Camera - Dome Style,CC-0,677,21,no,no,no,no
1085,21611,improved toon shader,CC-0,121,4,no,no,no,no
1085,21609,US Post office mail box,CC-BY,134,5,no,no,no,no
1085,21608,Twin Machine Gun Rendered In Cycles,CC-BY-SA,33,0,no,no,no,no
1085,21606,FN Five-seven Pistol,CC-BY-SA,56,0,no,no,no,no
1084,21595,Mettaton Neo,CC-BY,22,2,no,no,no,no
1084,21605,Motoryacht,CC-0,1028,18,no,no,no,no
1084,21604,24 HDR MADE WHITH BLENDER,CC-BY,217,2,no,no,no,no
1084,21603,Candlestick Phone,CC-0,160,6,no,no,no,no
1084,21602,Nachos,CC-0,221,13,no,no,no,no
1084,21601,Knight Chess Piece,CC-BY,39,0,no,no,no,no
1084,21600,MANSOURAH,CC-0,102,4,no,no,no,no
1084,21596,Blender Adwaita Theme,CC-BY,287,3,no,no,no,no
1084,21598,Torso statue,CC-0,285,13,no,no,no,no
1084,21597,Black Spider-Man,CC-BY,521,7,no,no,no,no
1084,21594,Female Tour Guide,CC-0,502,10,no,no,no,no
1084,21593,Low Poly Basemesh Rigging Tutorial,CC-BY-NC,216,5,no,no,no,no
1084,21592,Girl model,CC-0,499,10,no,no,no,no
1084,21591,Dreamachine,CC-0,51,2,no,no,no,no
1084,21590,Raven,CC-0,333,8,no,no,no,no
1084,21589,neoclassical door part 1),CC-BY,692,22,no,no,no,no
1084,21588,Broken Plaster,CC-BY,254,8,no,no,no,no
1084,21587,.50 caliber bullets ( cycles ),CC-BY-SA,120,0,no,no,no,no
1083,21586,blue lava material,CC-BY,331,8,no,no,no,no
1083,21585,lava material,CC-BY,549,17,no,no,no,no
1083,21583,Power Cord,CC-BY,220,11,no,no,no,no
1083,21582,Solar Panel,CC-0,333,5,no,no,no,no
1083,21581,Residential Street and Mosque,CC-BY,574,14,no,no,no,no
1083,21580,"Jina, masters of Jainism",CC-BY-NC,155,4,no,no,no,no
1083,21579,Room,CC-BY-NC-SA,33,1,no,no,no,no
1083,21578,Arduino Mega 2560,CC-BY,313,5,no,no,no,no
1083,21577,Anthro Cow v0.1,CC-BY,303,8,no,no,no,no
1083,21576,Captain America's shield,CC-BY,112,2,no,no,no,no
1083,21575,CGC Classic: Palm Tree,CC-BY,281,8,no,no,no,no
1083,21574,Enhanced cfirwin3 flare,CC-0,55,0,no,no,no,no
1083,21573,A VIDEO MIXTAPE,CC-BY-NC-SA,36,0,no,no,no,no
1083,21572,White Ghost,CC-BY,150,1,no,no,no,no
1083,21571,CGC Classic: Apple,CC-BY,1158,9,no,no,no,no
1083,21570,Helenora,CC-BY,39,2,no,no,no,no
1083,21569,Birth of creation,CC-0,454,11,no,no,no,no
1083,21568,Thor's hammer (Mjolnir) \ V01,CC-BY,68,0,no,no,no,no
1082,21567,FlappyBird,CC-BY,57,0,no,no,no,no
1082,18410,Light Blue Green Theme,CC-0,250,7,no,no,no,no
1082,21565,INFINITY GAUNTLET,CC-BY,578,8,no,no,no,no
1082,21563,TORRADEIRA,CC-BY,47,2,no,no,no,no
1082,21562,Biff,CC-BY,51,2,no,no,no,no
1082,21561,Bust of Angelique d'Hannetaire,CC-BY,103,4,no,no,no,no
1082,21560,brushed metal materials by SLSProductions,CC-BY-SA,523,12,no,no,no,no
1082,21559,Dog,CC-BY,218,3,no,no,no,no
1082,21558,maskey,CC-BY-NC-SA,36,3,no,no,no,no
1082,21557,Canon Printer,CC-BY,464,8,no,no,no,no
1082,21556,NPR Node setup for Cycles v2 and Final,CC-0,365,3,no,no,no,no
1082,21555,Harrower Class Dreadnought,CC-0,1331,28,no,no,no,no
1082,21554,Iridescence Material,CC-BY,650,26,no,no,no,no
1082,21553,Goblet Brazilian Drink,CC-BY,57,1,no,no,no,no
1082,21552,Criquet,CC-0,201,8,no,no,no,no
1082,21551,Chevy Cobalt LT,CC-BY,172,1,no,no,no,no
1082,21550,Silver YouTube Creator Awards,CC-BY-SA,343,1,no,no,no,no
1082,21549,Portrait of Lady Mary Douglas,CC-BY-NC,634,9,no,no,no,no
1081,21548,"Megadestroer ""Gordon""",CC-BY,43,2,no,no,no,no
1081,21546,Tsar Tank,CC-BY,104,4,no,no,no,no
1081,21545,Golok Machete,CC-0,72,0,no,no,no,no
1081,21544,Medieval Sword,CC-BY-NC,165,1,no,no,no,no
1081,21543,Canti Sama 3d pixel art,CC-BY-SA,356,6,no,no,no,no
1081,21542,Crown Victoria Taxi 2.0,CC-BY,429,6,no,no,no,no
1081,21541,Intertwined Tree,CC-0,1229,26,no,no,no,no
1081,21540,Dark Sharp theme color 2,CC-0,319,4,no,no,no,no
1081,21539,Halogen Heater,CC-BY-SA,118,3,no,no,no,no
1081,21538,TV Stand,CC-BY,230,3,no,no,no,no
1081,21537,Ink lab animation,CC-BY,81,0,no,no,no,no
1081,21536,Coconut Tree low poly,CC-BY,251,6,no,no,no,no
1081,21535,1958 Plymouth Fury,CC-BY,374,9,no,no,no,no
1081,21534,"S&W Model 3, Schofield",CC-BY,261,4,no,no,no,no
1081,21533,Yang Xiao Long (MRBL variant),CC-BY-NC-SA,216,13,no,no,no,no
1081,21532,Bathroom Cabinet,CC-BY,236,6,no,no,no,no
1081,21531,Cherry Tomatoes in Mug,CC-BY,1092,19,no,no,no,no
1081,21530,White Robot,CC-BY,717,9,no,no,no,no
1080,21529,Bus station,CC-0,442,16,no,no,no,no
1080,21528,headphone_corsair_edit,CC-BY,667,17,no,no,no,no
1080,21527,plant on vase,CC-BY,246,5,no,no,no,no
1080,21526,Concrete Mixer Truck,CC-BY,566,13,no,no,no,no
1080,21525,man 1900,CC-BY,2284,29,no,no,no,no
1080,21524,44 Magnum Scene,CC-BY,66,1,no,no,no,no
1080,21523,Roulette Wheel,CC-BY,227,5,no,no,no,no
1080,21522,PCB board / cycles,CC-BY,314,3,no,no,no,no
1080,21521,Radiator,CC-0,239,5,no,no,no,no
1080,21520,Chess Piece Rook,CC-BY,49,0,no,no,no,no
1080,21519,Bishop Chess Piece,CC-BY,38,1,no,no,no,no
1080,21518,Scare Crow,CC-BY,115,4,no,no,no,no
1080,21517,pair of glass dice with inset spots,CC-BY,85,5,no,no,no,no
1080,21516,Fountain Glass,CC-BY,60,4,no,no,no,no
1080,21515,Tushkanchik,CC-BY,34,1,no,no,no,no
1080,21514,Sound monitors KRK,CC-BY,192,7,no,no,no,no
1080,21513,yellow robot,CC-BY,445,14,no,no,no,no
1080,21512,centaur base model,CC-BY,373,11,no,no,no,no
1079,21511,Ptolemaic statue of a woman,CC-BY-NC,326,5,no,no,no,no
1079,21510,Low poly Character,CC-BY,366,13,no,no,no,no
1079,21509,LCD Screen Shader,CC-BY,2665,58,no,no,no,no
1079,21508,Robot,CC-BY,317,11,no,no,no,no
1079,21507,High End Ring,CC-BY,253,0,no,no,no,no
1079,21506,TISSUE: PATCH,CC-0,1259,27,no,no,no,no
1079,21505,MINIMAL SURFACES (TPMS collection),CC-0,606,15,no,no,no,no
1079,21504,Space,CC-0,95,1,no,no,no,no
1079,21503,"Gifts, balloons",CC-0,1489,38,no,no,no,no
1079,21502,Small modular train track,CC-0,821,18,no,no,no,no
1079,21501,Fur,CC-BY,401,13,no,no,no,no
1079,21500,Fern Stand,CC-BY,597,19,no,no,no,no
1079,21499,Chocolate Bars,CC-0,442,15,no,no,no,no
1079,21498,Buggy GTA SA,CC-BY,90,3,no,no,no,no
1079,21497,Arbol escultura Digital,CC-BY-NC-SA,96,2,no,no,no,no
1079,21496,F1 2018,CC-BY,368,8,no,no,no,no
1079,21495,EV Charging Station,CC-0,117,7,no,no,no,no
1079,21494,Smurfwillow (incomplete),CC-BY,255,4,no,no,no,no
1078,21493,Rubber Mat,CC-0,241,11,no,no,no,no
1078,21492,Cycless earth in space,CC-BY,1416,19,no,no,no,no
1078,21491,Mechanical Pencil,CC-BY,408,5,no,no,no,no
1078,21490,Tectonic Planet,CC-BY,220,2,no,no,no,no
1078,21489,Star Wars BGE,CC-0,116,1,no,no,no,no
1078,21488,Chess Piece - King,CC-BY-NC,64,0,no,no,no,no
1078,21487,USS Enterprise NCC-1701,CC-BY,219,10,no,no,no,no
1078,21485,Field House Brick,CC-0,516,9,no,no,no,no
1078,21484,low poly wolf,CC-BY,257,8,no,no,no,no
1078,21483,BGE Ragdoll and activation system,CC-BY,182,3,no,no,no,no
1078,21482,Spaceship,CC-BY,77,3,no,no,no,no
1078,21481,Gogu Warrior,CC-BY,382,9,no,no,no,no
1078,21480,Schloss Neuschwanstein,CC-BY-NC,503,11,no,no,no,no
1078,21479,Sci Fi weapon/ammo crate,CC-BY,375,8,no,no,no,no
1078,21478,Voronoi 2,CC-0,388,11,no,no,no,no
1078,21477,Voronoi 1,CC-0,641,21,no,no,no,no
1078,21476,Animation Flag,CC-0,135,0,no,no,no,no
1078,21475,Portrait of a hierophant,CC-BY-NC,412,7,no,no,no,no
1077,21474,enderman XD,CC-BY,18,0,no,no,no,no
1077,21473,Tactical Pump Shotgun,CC-BY,134,2,no,no,no,no
1077,21472,Old fancy cup,CC-0,146,15,no,no,no,no
1077,21471,Lantern,CC-BY,235,3,no,no,no,no
1077,21470,Table Clock,CC-BY-SA,150,6,no,no,no,no
1077,21469,Dirty Barrel,CC-BY,427,8,no,no,no,no
1077,21468,Abandoned Robot,CC-0,1474,48,no,no,no,no
1077,21467,Female Character,CC-BY,287,4,no,no,no,no
1077,21466,Air Balloon,CC-0,116,0,no,no,no,no
1077,21465,WW2 Fighter Plane,CC-0,76,1,no,no,no,no
1077,21464,Pop-up Banner Stand,CC-0,510,10,no,no,no,no
1077,21462,LOW POLY Saturn V rocket,CC-BY,250,7,no,no,no,no
1077,21461,Saturn V rocket,CC-BY,585,9,no,no,no,no
1077,21456,low poly 1962 cadillac,CC-BY-NC,139,1,no,no,no,no
1077,21460,Airplane Aircraft Tow Wings Monomotor Avioneta MonoPlaza WW1,CC-BY,397,7,no,no,no,no
1077,21459,train,CC-BY,234,3,no,no,no,no
1077,21458,Futuristic Shotgun,CC-0,130,3,no,no,no,no
1077,21457,2005 toyota celica,CC-BY-NC-SA,194,4,no,no,no,no
1076,21454,Batman: TAS Batmobile,CC-BY-NC,131,5,no,no,no,no
1076,21455,War Robot,CC-BY-SA,280,3,no,no,no,no
1076,21452,Cubs Logo 3 different versions,CC-BY,34,0,no,no,no,no
1076,21451,Elma Incomplete Rig,CC-BY,240,8,no,no,no,no
1076,21450,Silver YouTube Play Button,CC-BY-SA,262,1,no,no,no,no
1076,21449,Imperial Star Destroyer,CC-BY,247,5,no,no,no,no
1076,21448,Guava Fruit,CC-BY,80,2,no,no,no,no
1076,21447,Cabin,CC-BY,232,2,no,no,no,no
1076,21446,Candle Holder,CC-BY,121,5,no,no,no,no
1076,21443,Basic Hoodie,CC-0,1988,23,no,no,no,no
1076,21444,Female Base Model,CC-BY,1088,21,no,no,no,no
1076,21442,Wheel // Llanta // 4x4 // Off Road // Todo Terreno,CC-BY,267,9,no,no,no,no
1076,21441,Arrow,CC-BY,66,2,no,no,no,no
1076,21440,Bed room essentials,CC-BY,1733,32,no,no,no,no
1076,21439,Low Poly Barber Shop,CC-BY,270,2,no,no,no,no
1076,21438,Heart Arch Gate,CC-BY,90,3,no,no,no,no
1076,21437,Cadillac CT6 3D Model,CC-BY,1566,22,no,no,no,no
1076,21436,"Ladder, Dayak People, Kalimantan",CC-BY-NC,226,6,no,no,no,no
1075,21292,Ray Gun,CC-0,53,2,no,no,no,no
1075,21435,Snout rig from Artella,CC-BY-NC-SA,379,4,no,no,no,no
1075,21434,unsettling clown toy (Lumpy the Clown),CC-0,289,12,no,no,no,no
